,Word,Seq_num,Word Count,Word Proportion,Average Proportion,Std Dev,Doc Count,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Syllables,Source
66345,SANDS,66349,97324,4.2615817881687785e-06,5.072042741216407e-06,0.0001646209041811,14616,0,0,0,0,0,0,0,1,12of12inf
66346,SANDSTONE,66350,11660,5.105631051955115e-07,4.805100778425371e-07,1.737369814762791e-05,4333,0,0,0,0,0,0,0,2,12of12inf
66347,SANDSTONES,66351,3127,1.3692374184788718e-07,1.1109056782630743e-07,5.442151194224389e-06,1541,0,0,0,0,0,0,0,2,12of12inf
66348,SANDSTORM,66352,747,3.2709317288254474e-08,3.062467588445769e-08,5.408594271937968e-06,120,0,0,0,0,0,0,0,2,12of12inf
66349,SANDSTORMS,66353,18,7.881763201989027e-10,4.658525459813404e-10,1.2526426217837137e-07,18,0,0,0,0,0,0,0,2,12of12inf
66350,SANDWICH,66354,10475,4.5867483078241705e-07,4.813058163157281e-07,2.001329491242206e-05,3750,0,0,0,0,0,0,0,2,12of12inf
66351,SANDWICHED,66355,333,1.4581261923679702e-08,1.1820276668181396e-08,9.886480172771394e-07,267,0,0,0,0,0,0,0,2,12of12inf
66352,SANDWICHES,66356,10774,4.7176731521238774e-07,4.857704004977007e-07,1.2214458827335728e-05,4526,0,0,0,0,0,0,0,3,12of12inf
66353,SANDWICHING,66357,49,2.145591093874791e-09,2.379588983394809e-09,4.479490549855973e-07,49,0,0,0,0,0,0,0,3,12of12inf
66354,SANDY,66358,38052,1.6662047409004806e-06,1.5699141665523124e-06,3.756765098907601e-05,11895,0,0,0,0,0,0,0,2,12of12inf
66355,SANE,66359,824,3.6080960435772e-08,2.216282831533344e-08,3.237936133472425e-06,366,0,0,0,0,0,0,0,1,12of12inf
66356,SANELY,66360,2,8.757514668876698e-11,1.3360036272968757e-11,1.4267649309932449e-08,1,0,0,0,0,0,0,0,2,12of12inf
66357,SANENESS,66361,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66358,SANENESSES,66362,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66359,SANER,66363,327,1.4318536483613402e-08,2.6398619288339374e-08,5.397355079835721e-06,72,0,0,0,0,0,0,0,2,12of12inf
66360,SANEST,66364,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66361,SANG,66365,4226,1.8504628495336465e-07,2.730874808165344e-07,2.2256385780681416e-05,891,0,0,0,0,0,0,0,1,12of12inf
66362,SANGFROID,66366,4,1.7515029337753396e-10,3.43576263086217e-11,1.853629991305089e-08,4,0,0,0,0,0,0,0,2,12of12inf
66363,SANGFROIDS,66367,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66364,SANGRIA,66368,48,2.1018035205304075e-09,1.533140241081426e-09,4.43891705210835e-07,37,0,0,0,0,0,0,0,3,12of12inf
66365,SANGRIAS,66369,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66366,SANGUINARY,66370,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
66367,SANGUINE,66371,459,2.0098496165072026e-08,2.6509361076345824e-08,3.5810316473303367e-06,170,0,0,0,0,0,0,0,2,12of12inf
66368,SANGUINELY,66372,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66369,SANITARIA,66373,58,2.539679253974242e-09,2.1216199030190694e-09,4.686236005947718e-07,52,0,0,0,0,0,0,0,5,12of12inf
66370,SANITARIAN,66374,35,1.5325650670534222e-09,9.273927894396904e-10,2.1912062158995905e-07,23,0,0,0,0,0,0,0,5,12of12inf
66371,SANITARIANS,66375,3,1.3136272003315047e-10,1.0924118615234625e-10,7.47341394720744e-08,3,0,0,0,0,0,0,0,5,12of12inf
66372,SANITARIUM,66376,70,3.0651301341068443e-09,1.164094205139837e-09,3.511375409437984e-07,40,0,0,0,0,0,0,0,5,12of12inf
66373,SANITARIUMS,66377,14,6.130260268213689e-10,3.08374085570518e-10,1.3179809056901022e-07,14,0,0,0,0,0,0,0,5,12of12inf
66374,SANITARY,66378,36124,1.581782299492509e-06,9.115364927823462e-07,1.787738371524888e-05,15976,0,0,0,0,0,0,0,4,12of12inf
66375,SANITATION,66379,23104,1.0116680945486362e-06,8.307476621888001e-07,1.5976337057356984e-05,12296,0,0,0,0,0,0,0,4,12of12inf
66376,SANITATIONS,66380,10,4.3787573344383485e-10,1.8648434311865776e-10,6.922779615242558e-08,10,0,0,0,0,0,0,0,4,12of12inf
66377,SANITIES,66381,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66378,SANITIZATION,66382,1812,7.934308290002288e-08,6.61209631269356e-08,2.992929787750119e-06,1184,0,0,0,0,0,0,0,0,10K_2014
66379,SANITIZE,66383,1657,7.255600903164344e-08,4.283095222567705e-08,2.825837073679381e-06,868,0,0,0,0,0,0,0,3,12of12inf
66380,SANITIZED,66384,804,3.5205208968884324e-08,3.0090559709270486e-08,1.9817009988033587e-06,571,0,0,0,0,0,0,0,3,12of12inf
66381,SANITIZER,66385,3816,1.670933798821674e-07,2.110811003984915e-07,1.344480963776166e-05,1260,0,0,0,0,0,0,0,0,10K_2014
66382,SANITIZERS,66386,2037,8.919528690250919e-08,8.518417564814347e-08,4.555022015330269e-06,966,0,0,0,0,0,0,0,4,10K_2010
66383,SANITIZES,66387,86,3.76573130761698e-09,5.140661022563603e-09,8.273444916121257e-07,77,0,0,0,0,0,0,0,4,12of12inf
66384,SANITIZING,66388,5349,2.342197298191073e-07,2.263684172703218e-07,1.3013666011891115e-05,1915,0,0,0,0,0,0,0,4,12of12inf
66385,SANITY,66389,96,4.203607041060815e-09,3.129895958795076e-09,4.99445451922521e-07,72,0,0,0,0,0,0,0,3,12of12inf
66386,SANK,66390,2098,9.186632887651657e-08,1.0719190445429044e-07,4.8019757009799446e-06,1230,0,0,0,0,0,0,0,1,12of12inf
66387,SANS,66391,7255,3.176788446135022e-07,2.5412508692190984e-07,1.3553817623620632e-05,1549,0,0,0,0,0,0,0,1,12of12inf
66388,SAP,66392,87180,3.817400644163352e-06,2.6500189528213363e-06,5.661425738604056e-05,16546,0,0,0,0,0,0,0,1,12of12inf
66389,SAPACITABINE,66393,2848,1.247070088848042e-07,6.852381566001068e-08,9.870987577335457e-06,83,0,0,0,0,0,0,0,5,10K_2012
66390,SAPIENCE,66394,102,4.466332481127116e-09,4.100659247673756e-09,1.2673763813497288e-06,40,0,0,0,0,0,0,0,2,12of12inf
66391,SAPIENCES,66395,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66392,SAPIENT,66396,1100,4.816633067882184e-08,3.340991273898529e-08,2.629252260452018e-06,677,0,0,0,0,0,0,0,3,12of12inf
66393,SAPLESS,66397,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66394,SAPLING,66398,743,3.2534166994876935e-08,2.8135832204697728e-08,2.6765798642995123e-06,266,0,0,0,0,0,0,0,2,12of12inf
66395,SAPLINGS,66399,206,9.020240108943e-09,1.1478627625255078e-08,1.819646197981256e-06,99,0,0,0,0,0,0,0,2,12of12inf
66396,SAPPED,66400,64,2.8024046940405434e-09,3.829315270556042e-09,1.0511158502955098e-06,50,0,0,0,0,0,0,0,1,12of12inf
66397,SAPPHIRE,66401,18463,8.084499666573524e-07,5.170840185232036e-07,3.010101297122907e-05,2404,0,0,0,0,0,0,0,2,12of12inf
66398,SAPPHIRES,66402,1074,4.702785377186787e-08,4.4104535786585246e-08,7.768529738197214e-06,174,0,0,0,0,0,0,0,2,12of12inf
66399,SAPPIER,66403,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66400,SAPPIEST,66404,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66401,SAPPINESS,66405,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66402,SAPPINESSES,66406,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
66403,SAPPING,66407,15,6.568136001657524e-10,3.6130071841036957e-10,1.1817797431861437e-07,13,0,0,0,0,0,0,0,2,12of12inf
66404,SAPPY,66408,5,2.1893786672191743e-10,1.406978737243365e-10,8.309026664760978e-08,4,0,0,0,0,0,0,0,2,12of12inf
66405,SAPROPHYTE,66409,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66406,SAPROPHYTES,66410,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66407,SAPROPHYTIC,66411,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
66408,SAPS,66412,811,3.551172198229501e-08,1.617865475471166e-08,3.224030155186786e-06,134,0,0,0,0,0,0,0,1,12of12inf
66409,SAPSUCKER,66413,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66410,SAPSUCKERS,66414,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66411,SAPWOOD,66415,41,1.795290507119723e-09,7.657546838163024e-10,1.66610138603179e-07,34,0,0,0,0,0,0,0,2,12of12inf
66412,SAPWOODS,66416,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66413,SARAN,66417,291,1.2742183843215596e-08,9.4830988644288e-09,1.2066206899195815e-06,116,0,0,0,0,0,0,0,2,12of12inf
66414,SARANS,66418,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66415,SARAPE,66419,2,8.757514668876698e-11,3.354834292876986e-11,2.545521296440873e-08,2,0,0,0,0,0,0,0,3,12of12inf
66416,SARAPES,66420,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66417,SARCASM,66421,5,2.1893786672191743e-10,2.6891173794937103e-10,1.7667831191145216e-07,4,0,0,0,0,0,0,0,3,12of12inf
66418,SARCASMS,66422,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66419,SARCASTIC,66423,8,3.5030058675506787e-10,2.267398914909177e-10,9.311691714209461e-08,8,0,0,0,0,0,0,0,3,12of12inf
66420,SARCASTICALLY,66424,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
66421,SARCOMA,66425,7523,3.29413914269797e-07,2.147608681154931e-07,9.68395442028225e-06,1939,0,0,0,0,0,0,0,3,12of12inf
66422,SARCOMAS,66426,1754,7.680340364604866e-08,5.9302186783307684e-08,3.7600062966877047e-06,649,0,0,0,0,0,0,0,3,12of12inf
66423,SARCOMATA,66427,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
66424,SARCOPHAGI,66428,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
66425,SARCOPHAGUS,66429,40,1.7515029337753394e-09,1.7749656046737522e-09,4.243445346313964e-07,22,0,0,0,0,0,0,0,4,12of12inf
66426,SARCOPHAGUSES,66430,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
66427,SARDINE,66431,117,5.123146081292869e-09,4.118709824458904e-09,7.090096694605317e-07,68,0,0,0,0,0,0,0,2,12of12inf
66428,SARDINES,66432,68,2.977554987418077e-09,1.8245816534173642e-09,3.481131045157928e-07,53,0,0,0,0,0,0,0,2,12of12inf
66429,SARDONIC,66433,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66430,SARDONICALLY,66434,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
66431,SAREE,66435,10,4.3787573344383485e-10,2.666802885489559e-10,1.676056325842712e-07,3,0,0,0,0,0,0,0,2,12of12inf
66432,SAREES,66436,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66433,SARGE,66437,15,6.568136001657524e-10,4.905516752778243e-10,1.8058278603739038e-07,14,0,0,0,0,0,0,0,1,12of12inf
66434,SARGES,66438,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66435,SARI,66439,381,1.6683065444210113e-08,1.1465992939392352e-08,1.5502517170527196e-06,164,0,0,0,0,0,0,0,2,12of12inf
66436,SARIS,66440,139,6.086472694869305e-09,4.797298681148692e-09,1.1788329374433832e-06,55,0,0,0,0,0,0,0,2,12of12inf
66437,SARONG,66441,11,4.816633067882184e-10,5.511929922356528e-10,3.7208415145312107e-07,8,0,0,0,0,0,0,0,2,12of12inf
66438,SARONGS,66442,10,4.3787573344383485e-10,3.499991789026838e-10,1.4778785487426484e-07,10,0,0,0,0,0,0,0,2,12of12inf
66439,SARSAPARILLA,66443,38,1.6639277870865724e-09,3.176352431321514e-09,7.794167054997917e-07,32,0,0,0,0,0,0,0,4,12of12inf
66440,SARSAPARILLAS,66444,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
66441,SARTORIAL,66445,6,2.627254400663009e-10,7.912460543563057e-11,3.5211368797475433e-08,6,0,0,0,0,0,0,0,4,12of12inf
66442,SARTORIALLY,66446,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
66443,SASH,66447,1275,5.582915601408896e-08,3.2532557974014666e-08,2.417239414878558e-06,918,0,0,0,0,0,0,0,1,12of12inf
66444,SASHAY,66448,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66445,SASHAYED,66449,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66446,SASHAYING,66450,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
66447,SASHAYS,66451,1,4.378757334438349e-11,3.888023042927568e-12,4.152155589402471e-09,1,0,0,0,0,0,0,0,2,12of12inf
66448,SASHES,66452,1006,4.4050298784449795e-08,1.3410706759873114e-08,5.978919292781318e-07,881,0,0,0,0,0,0,0,2,12of12inf
66449,SASS,66453,1987,8.700590823528999e-08,1.4070764128235196e-07,1.350356547631677e-05,483,0,0,0,0,0,0,0,1,12of12inf
66450,SASSAFRAS,66454,216,9.458115842386834e-09,1.0409118955695646e-08,2.4671270183702945e-06,104,0,0,0,0,0,0,0,3,12of12inf
66451,SASSAFRASES,66455,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
66452,SASSED,66456,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,12of12inf
66453,SASSES,66457,1,4.378757334438349e-11,4.802909622014348e-11,5.129194917894756e-08,1,0,0,0,0,0,0,0,2,12of12inf
66454,SASSIER,66458,2,8.757514668876698e-11,9.637440776814145e-12,1.0292159574973393e-08,1,0,0,0,0,0,0,0,2,12of12inf
66455,SASSIEST,66459,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66456,SASSING,66460,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66457,SASSY,66461,2178,9.536933474406724e-08,6.856302517541438e-08,9.589520623160267e-06,191,0,0,0,0,0,0,0,2,12of12inf
66458,SAT,66462,20872,9.139342308439722e-07,9.790448223843368e-07,5.928672244597389e-05,4848,0,0,0,0,0,0,0,1,12of12inf
66459,SATANIC,66463,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66460,SATANICAL,66464,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
66461,SATANICALLY,66465,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
66462,SATANISM,66466,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
66463,SATANISMS,66467,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
66464,SATANIST,66468,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66465,SATANISTS,66469,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66466,SATCHEL,66470,131,5.7361721081142385e-09,7.253176553983837e-09,1.5998093855949189e-06,47,0,0,0,0,0,0,0,2,12of12inf
66467,SATCHELS,66471,44,1.9266532271528736e-09,8.639153547585962e-10,2.364039751370727e-07,32,0,0,0,0,0,0,0,2,12of12inf
66468,SATE,66472,2943,1.288668283525206e-07,1.70085845128382e-07,9.783384471049506e-06,1995,0,0,0,0,0,0,0,1,12of12inf
66469,SATED,66473,163,7.137374455134509e-09,7.376143210937554e-09,1.319861988359239e-06,142,0,0,0,0,0,0,0,2,12of12inf
66470,SATEEN,66474,63,2.7586171206961603e-09,4.555656472068021e-09,1.5091359279218686e-06,45,0,0,0,0,0,0,0,2,12of12inf
66471,SATEENS,66475,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66472,SATELLITE,66476,586019,2.566034994370227e-05,2.021700116080808e-05,0.0002287582022901,61831,0,0,0,0,0,0,0,3,12of12inf
66473,SATELLITES,66477,121281,5.310600682780174e-06,3.4853268537673697e-06,7.739327480360731e-05,11192,0,0,0,0,0,0,0,3,12of12inf
66474,SATES,66478,3879,1.6985199700286357e-07,1.92983885969751e-07,5.304820260585402e-06,3381,0,0,0,0,0,0,0,1,12of12inf
66475,SATIABLE,66479,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66476,SATIATE,66480,2,8.757514668876698e-11,5.1718943668574935e-11,4.454140136185461e-08,2,0,0,0,0,0,0,0,3,12of12inf
66477,SATIATED,66481,20,8.757514668876697e-10,6.485760454485756e-10,1.9377146608623922e-07,15,0,0,0,0,0,0,0,4,12of12inf
66478,SATIATES,66482,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66479,SATIATING,66483,16,7.006011735101357e-10,1.810216571545168e-09,5.814185660632986e-07,14,0,0,0,0,0,0,0,3,12of12inf
66480,SATIATION,66484,46,2.01422837384164e-09,3.376330833592574e-09,7.889298833007736e-07,35,0,0,0,0,0,0,0,3,12of12inf
66481,SATIATIONS,66485,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66482,SATIETIES,66486,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66483,SATIETY,66487,950,4.159819467716432e-08,3.2282131798824394e-08,2.85886679812244e-06,490,0,0,0,0,0,0,0,4,12of12inf
66484,SATIN,66488,1204,5.272023830663773e-08,6.149187491032204e-08,5.127073536368807e-06,619,0,0,0,0,0,0,0,2,12of12inf
66485,SATING,66489,10,4.3787573344383485e-10,5.764706442460996e-10,4.3101668442153653e-07,10,0,0,0,0,0,0,0,2,12of12inf
66486,SATINS,66490,40,1.7515029337753394e-09,1.488042949182738e-09,2.976808246966217e-07,39,0,0,0,0,0,0,0,2,12of12inf
66487,SATINWOOD,66491,26,1.1384769069539707e-09,6.853296252588624e-10,1.850012564843951e-07,20,0,0,0,0,0,0,0,3,12of12inf
66488,SATINWOODS,66492,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66489,SATINY,66493,1,4.378757334438349e-11,4.8598779547441486e-11,5.190033389928315e-08,1,0,0,0,0,0,0,0,3,12of12inf
66490,SATIRE,66494,94,4.116031894372048e-09,3.775218271890267e-09,7.879896131201531e-07,57,0,0,0,0,0,0,0,2,12of12inf
66491,SATIRES,66495,6,2.627254400663009e-10,1.0698875153173996e-11,1.1425702414078573e-08,1,0,0,0,0,0,0,0,2,12of12inf
66492,SATIRIC,66496,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66493,SATIRICAL,66497,53,2.320741387252325e-09,1.480761111042882e-09,2.888699378661701e-07,53,0,0,0,0,0,0,0,4,12of12inf
66494,SATIRICALLY,66498,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
66495,SATIRIST,66499,1,4.378757334438349e-11,2.9528496686028805e-11,3.153451283797624e-08,1,0,0,0,0,0,0,0,3,12of12inf
66496,SATIRISTS,66500,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66497,SATIRIZE,66501,3,1.3136272003315047e-10,1.1315174736927236e-10,7.268617958457417e-08,3,0,0,0,0,0,0,0,3,12of12inf
66498,SATIRIZED,66502,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66499,SATIRIZES,66503,1,4.378757334438349e-11,5.7674089363608455e-11,6.15921741900195e-08,1,0,0,0,0,0,0,0,4,12of12inf
66500,SATIRIZING,66504,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
66501,SATISFACTION,66505,1347562,5.9006469911104105e-05,4.18778936830358e-05,0.0001024345002457,371394,0,2009,0,0,0,0,0,4,12of12inf
66502,SATISFACTIONS,66506,3199,1.400764471286828e-07,8.031832243112845e-08,3.087518360970419e-06,1966,0,0,0,0,0,0,0,4,12of12inf
66503,SATISFACTORILY,66507,54010,2.3649668363301525e-06,1.889682626278337e-06,1.8437017012956e-05,36113,0,2009,0,0,0,0,0,6,12of12inf
66504,SATISFACTORY,66508,1454100,6.367151040006803e-05,3.0965510349466225e-05,8.498118617352224e-05,280339,0,2009,0,0,0,0,0,5,12of12inf
66505,SATISFIED,66509,1219196,5.338563427117897e-05,3.3467308357338785e-05,8.292172907358732e-05,325376,0,2009,0,0,0,0,0,3,12of12inf
66506,SATISFIES,66510,151209,6.621075177830884e-06,3.746214062325008e-06,2.101906715763436e-05,81568,0,2009,0,0,0,0,0,3,12of12inf
66507,SATISFY,66511,1725186,7.554170850770357e-05,6.204560934115549e-05,0.0001188494449711,500100,0,2009,0,0,0,0,0,3,12of12inf
66508,SATISFYING,66512,149311,6.5379663636232434e-06,4.372289047392097e-06,2.511280542731791e-05,88463,0,2009,0,0,0,0,0,4,12of12inf
66509,SATISFYINGLY,66513,5,2.1893786672191743e-10,1.020941151177074e-10,6.181302245127827e-08,4,0,0,0,0,0,0,0,4,12of12inf
66510,SATORI,66514,475,2.079909733858216e-08,1.1146933868639149e-08,1.9315137950104742e-06,98,0,0,0,0,0,0,0,3,12of12inf
66511,SATORIS,66515,11,4.816633067882184e-10,1.9036742566953288e-10,7.057061655797995e-08,9,0,0,0,0,0,0,0,3,12of12inf
66512,SATRAP,66516,2,8.757514668876698e-11,1.3289942032130403e-11,1.0036127901710714e-08,2,0,0,0,0,0,0,0,2,12of12inf
66513,SATRAPS,66517,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66514,SATURATE,66518,663,2.9031161127326253e-08,2.5129045929640187e-08,1.565123527402413e-06,552,0,0,0,0,0,0,0,3,12of12inf
66515,SATURATED,66519,8456,3.702677202001068e-07,3.5001013008982386e-07,8.950049609968915e-06,6039,0,0,0,0,0,0,0,4,12of12inf
66516,SATURATES,66520,137,5.998897548180538e-09,3.4595004726448113e-09,6.615328120096213e-07,68,0,0,0,0,0,0,0,3,12of12inf
66517,SATURATING,66521,693,3.0344788327657765e-08,2.813361401088856e-08,2.291218633829679e-06,386,0,0,0,0,0,0,0,4,12of12inf
66518,SATURATION,66522,11878,5.20108796184587e-07,4.428625316651451e-07,1.1360469964461605e-05,6943,0,0,0,0,0,0,0,4,12of12inf
66519,SATURATIONS,66523,281,1.230430810977176e-08,1.03757372437362e-08,1.1205728927299218e-06,218,0,0,0,0,0,0,0,4,12of12inf
66520,SATURNINE,66524,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66521,SATYR,66525,38,1.6639277870865724e-09,6.874887623205988e-10,2.1742670982323967e-07,17,0,0,0,0,0,0,0,2,12of12inf
66522,SATYRIASES,66526,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
66523,SATYRIASIS,66527,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
66524,SATYRIC,66528,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66525,SATYRS,66529,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66526,SAUCE,66530,7819,3.423750359797345e-07,4.131131492900967e-07,1.7699877564107145e-05,2310,0,0,0,0,0,0,0,1,12of12inf
66527,SAUCED,66531,90,3.940881600994514e-09,4.850845874485213e-09,7.533249108458659e-07,67,0,0,0,0,0,0,0,1,12of12inf
66528,SAUCEPAN,66532,8,3.5030058675506787e-10,1.5994621109757871e-10,7.90983177097182e-08,5,0,0,0,0,0,0,0,2,12of12inf
66529,SAUCEPANS,66533,2,8.757514668876698e-11,2.2373025330621154e-11,1.6894868814557232e-08,2,0,0,0,0,0,0,0,3,12of12inf
66530,SAUCER,66534,45,1.970440800497257e-09,1.5077913166428301e-09,4.232602956231638e-07,38,0,0,0,0,0,0,0,2,12of12inf
66531,SAUCERS,66535,143,6.2616229882468395e-09,6.8143513146114715e-09,1.1221359965872703e-06,112,0,0,0,0,0,0,0,2,12of12inf
66532,SAUCES,66536,13963,6.114058866076267e-07,7.140885792596232e-07,2.82320535721349e-05,3748,0,0,0,0,0,0,0,2,12of12inf
66533,SAUCIER,66537,1188,5.201963713312759e-08,5.577846457299839e-08,7.383378604930002e-06,248,0,0,0,0,0,0,0,2,12of12inf
66534,SAUCIEST,66538,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66535,SAUCILY,66539,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66536,SAUCINESS,66540,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66537,SAUCINESSES,66541,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
66538,SAUCING,66542,16,7.006011735101357e-10,8.816533644387147e-10,4.3676527853478805e-07,8,0,0,0,0,0,0,0,2,12of12inf
66539,SAUCY,66543,285,1.2479458403149294e-08,4.219667801137646e-08,1.0601776817222089e-05,41,0,0,0,0,0,0,0,2,12of12inf
66540,SAUERKRAUT,66544,298,1.3048696856626281e-08,1.436621133912601e-08,2.6758600490997634e-06,121,0,0,0,0,0,0,0,2,12of12inf
66541,SAUERKRAUTS,66545,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66542,SAUNA,66546,1672,7.321282263180919e-08,8.126809806843484e-08,1.2032507132929662e-05,577,0,0,0,0,0,0,0,2,12of12inf
66543,SAUNAED,66547,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66544,SAUNAING,66548,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66545,SAUNAS,66549,749,3.2796892434943244e-08,2.5201560056210352e-08,3.755848980387765e-06,559,0,0,0,0,0,0,0,2,12of12inf
66546,SAUNTER,66550,1,4.378757334438349e-11,1.2365763332180737e-11,1.3205830513360692e-08,1,0,0,0,0,0,0,0,2,12of12inf
66547,SAUNTERED,66551,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66548,SAUNTERING,66552,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66549,SAUNTERS,66553,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
66550,SAURIAN,66554,2,8.757514668876698e-11,4.066219215781016e-11,4.342457505557385e-08,1,0,0,0,0,0,0,0,3,12of12inf
66551,SAUROPOD,66555,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66552,SAUROPODS,66556,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
66553,SAUSAGE,66557,5251,2.299285476313577e-07,2.937970772543884e-07,1.7803891409525667e-05,1413,0,0,0,0,0,0,0,2,12of12inf
66554,SAUSAGES,66558,1225,5.363977734686977e-08,5.6252080293438384e-08,4.042446232477775e-06,608,0,0,0,0,0,0,0,3,12of12inf
66555,SAUTE,66559,38,1.6639277870865724e-09,1.8585623931795726e-09,6.512306614266058e-07,24,0,0,0,0,0,0,0,1,12of12inf
66556,SAUTED,66560,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
